"Process Type","Process Name","Process ID","Output Resource","Pathways the process is used in.","SCC",9991,9992,9993,9994,9995,9996,888,"NOTES","NOTES"
"StationaryProcess","Production of lithium manganese oxide",56794881,"Lithium manganese oxide","Production of lithium manganese oxide with Virgin Li2CO3 from Chile","30301001;30301002;30301004;30301009;30301010;30301011;30301012;30301013;30301014;30301021;30301022;30301023;30301024;30301025;30301099",,99920100,,,,,,,
"StationaryProcess","Soda ash production in Chile",56798101,"Soda ash production in Chile",,"30102102;30102103;30102104;30102106;30102107;30102108;30102113;30102114;30102121;30102122;30102123;30102124;30102125;30102126;30102127;30102199",,,,,99950200,,,,
"StationaryProcess","EV Passenger Cars 1: Conventional Material",56799375,"EV Material","EV Passenger Cars 1: Conventional Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","EV Passenger Cars 1: Lightweightl Material",56799704,"EV Material","EV Passenger Cars 1: Lightweight Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","FCV Passenger Cars: Conventional Material",56799993,"FCV Material","FCV Passenger Cars: Conventional Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Carbon Paper processing",56800943,"Carbon Paper","Carbon Paper Production",30700401,,,,,,,,,
"StationaryProcess","FCV Passenger Cars: Lightweight Material",56801279,"FCV Material","FCV Passenger Cars: Lightweight Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Production of BEV battery with Lithium Iron Phosphate Cathode (HT)",56833056,"BEV Battery with lithium iron phosphate cathode (hydrothermal) pre-assembly","Production of BEV battery with lithium iron phosphate cathode (hydrothermal),Production of BEV battery with lithium iron phosphate cathode (solid state)",30400502,,,,,,,,"Assume produced where lead batteries are produced.",
"StationaryProcess","Assembly of BEV battery with LFP cathode",56833139,"Assembled BEV battery with lithium iron phosphate chemistry","Production of BEV battery with lithium iron phosphate cathode (hydrothermal),Production of BEV battery with lithium iron phosphate cathode (solid state)","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Production of BEV battery with NMC cathode",56881269,"BEV Battery with NMC  pre-assembly","Production of BEV battery with NMC cathode",30400502,,,,,,,,"Assume produced where lead batteries are produced.",
"StationaryProcess","Production of 149 kW BEV battery with NMC cathode",56882448,"BEV Battery with NMC  pre-assembly",,30400502,,,,,,,,"Assume produced where lead batteries are produced.",
"StationaryProcess","Assembly of BEV battery with NMC  cathode",56882539,"Assembled BEV battery with NMC chemistry","Production of BEV battery with NMC cathode","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Lithium Ion Battery Assembly (per Battery)",56886901,"Lithium Ion (Vehicle Battery Assembling Part)",,"30400502;30400503;30400507;30400508;30400512;30400513;30400521;30400522;30400523;30400524;30400525;30400526;30400527;30400528;30400530;30400599",,99920100,,,,,,,
"StationaryProcess","Production of BEV battery with Lithium Cobalt Oxide Cathode (hydrothermal) USE",56892680,"BEV Battery with lithium cobalt oxide (hydrothermal) pre-assembly","Production of BEV battery with LCO cathode (hydrothermal)",30400502,,,,,,,,"Assume produced where lead batteries are produced.",
"StationaryProcess","Assembly of BEV battery with LMO  cathode (hydrothermal0",56893217,"Assembled BEV battery with lithium cobalt oxide chemistry (hydrothermal)","Production of BEV battery with LCO cathode (hydrothermal)","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Bitumen Extraction and Separation-Surface Mining + Bitumen",56899850,"Bitumen","Oil Sands Recovery: Surface Mining + Bitumen","30505001;30505005;30505010;30505020;30505023",,99920400,,,99950300,,,"(The primary code is for asphalt processing, which is obviously wrong. I don't think there's any oil sands nor upgraders in the US (except maybe Utah recently). Alberta is in the modelling domain, so use the CA_950_NOFILL.txt surrogate from http://www3.epa.gov/airtransport/pdfs/2005_emissions_tsd_07jul2010.pdf",
"StationaryProcess","Bituminous Oil Storage",56902301,"Bituminous Oil",,"40301001;40301002;40301003;40301004;40301005;40301006;40301007;40301008;40301009;40301010;40301011;40301012;40301013;40301014;40301015;40301016;40301017;40301018;40301019;40301020;40301021;40301022;40301023;40301024;40301025;40301026;40301027;40301028;40301029;40301065;40301067;40301068;40301069;40301075;40301076;40301077;40301078;40301079;40301097;40301098;40301099",,,,,,,,,
"StationaryProcess","Bitumen Extraction and Separation-In-Situ Production + Bitumen",56902503,"Bitumen","Oil Sands Recovery: In-Situ Production + Bitumen","30505001;30505005;30505010;30505020;30505023",,99920400,,,99950300,,,"(The primary code is for asphalt processing, which is obviously wrong. I don't think there's any oil sands nor upgraders in the US (except maybe Utah recently). Alberta is in the modelling domain, so use the CA_950_NOFILL.txt surrogate from http://www3.epa.gov/airtransport/pdfs/2005_emissions_tsd_07jul2010.pdf",
"StationaryProcess","Bitumen Extraction and Upgrading-Surface Mining + SCO",56904302,"Synthetic Crude Oil","Oil Sands Product + SCO,Oil Sands Recovery: Surface Mining + SCO,Oil Sands + SCO as intermediate fuel","30505001;30505005;30505010;30505020;30505023",,99920400,,,99950300,,,"(The primary code is for asphalt processing, which is obviously wrong. I don't think there's any oil sands nor upgraders in the US (except maybe Utah recently). Alberta is in the modelling domain, so use the CA_950_NOFILL.txt surrogate from http://www3.epa.gov/airtransport/pdfs/2005_emissions_tsd_07jul2010.pdf",
"StationaryProcess","Bitumen Extraction and Upgrading-In-Situ Production + SCO",56907269,"Synthetic Crude Oil","Oil Sands Product + SCO,Oil Sands Recovery:In-Situ Production + SCO,Oil Sands + SCO as intermediate fuel","30505001;30505005;30505010;30505020;30505023",,99920400,,,99950300,,,"(The primary code is for asphalt processing, which is obviously wrong. I don't think there's any oil sands nor upgraders in the US (except maybe Utah recently). Alberta is in the modelling domain, so use the CA_950_NOFILL.txt surrogate from http://www3.epa.gov/airtransport/pdfs/2005_emissions_tsd_07jul2010.pdf",
"StationaryProcess","Dilbit Storage",56909450,"Dilbit",,"30505001;30505005;30505010;30505020;30505023",,99920400,,,99950300,,,"(The primary code is for asphalt processing, which is obviously wrong. I don't think there's any oil sands nor upgraders in the US (except maybe Utah recently). Alberta is in the modelling domain, so use the CA_950_NOFILL.txt surrogate from http://www3.epa.gov/airtransport/pdfs/2005_emissions_tsd_07jul2010.pdf",
"StationaryProcess","Dilbit Composition",56909591,"Dilbit","Oil Sands Recovery: In-Situ Production + Bitumen,Oil Sands Recovery: Surface Mining + Bitumen","30505001;30505005;30505010;30505020;30505023",,99920400,,,99950300,,,"(The primary code is for asphalt processing, which is obviously wrong. I don't think there's any oil sands nor upgraders in the US (except maybe Utah recently). Alberta is in the modelling domain, so use the CA_950_NOFILL.txt surrogate from http://www3.epa.gov/airtransport/pdfs/2005_emissions_tsd_07jul2010.pdf",
"StationaryProcess","Synthetic Crude Oil Storage",56911416,"Synthetic Crude Oil","Oil Sands Product + SCO,Oil Sands Recovery: Surface Mining + SCO,Oil Sands Recovery:In-Situ Production + SCO","30505001;30505005;30505010;30505020;30505023",,99920400,,,99950300,,,"(The primary code is for asphalt processing, which is obviously wrong. I don't think there's any oil sands nor upgraders in the US (except maybe Utah recently). Alberta is in the modelling domain, so use the CA_950_NOFILL.txt surrogate from http://www3.epa.gov/airtransport/pdfs/2005_emissions_tsd_07jul2010.pdf",
"StationaryProcess","Bitumen Concentration from Dilbit",57147055,"Bitumen","Oil Sands Recovery: In-Situ Production + Bitumen,Oil Sands Recovery: Surface Mining + Bitumen","30505001;30505005;30505010;30505020;30505023",,99920400,,,99950300,,,"(The primary code is for asphalt processing, which is obviously wrong. I don't think there's any oil sands nor upgraders in the US (except maybe Utah recently). Alberta is in the modelling domain, so use the CA_950_NOFILL.txt surrogate from http://www3.epa.gov/airtransport/pdfs/2005_emissions_tsd_07jul2010.pdf",
"StationaryProcess","Bitumen Storage",57147413,"Bitumen","Oil Sands Recovery: In-Situ Production + Bitumen,Oil Sands Recovery: Surface Mining + Bitumen",30505005,,,,,,,,"This code is 'asphalt storage prior to blowing'. Asphalt and bitumen in the context of blowing are the same ('blowing' means reacting with oxygen). ",
"StationaryProcess","Virgin Diluent Composition",57152435,"Virgin Diluent","Virgin Diluent","30600101;30600102;30600103;30600104;30600105;30600106;30600107;30600108;30600111;30600199;30600201;30600202;30600301;30600401;30600402;30600503;30600505;30600508;30600510;30600511;30600514;30600515;30600516;30600517;30600518;30600519;30600520;30600521;30600522;30600602;30600701;30600801;30600802;30600803;30600804;30600805;30600806;30600807;30600811;30600812;30600813;30600815;30600816;30600817;30600818;30600819;30600820;30600821;30600822;30600901;30600902;30600903;30600904;30600905;30600906;30600999;30601001;30601011;30601101;30601201;30601301;30601401;30601402;30601599;30601601;30601602;30601603;30601604;30601701;30601801;30601901;30602001;30602101;30602201;30602301;30603201;30603301;30609901;30609902;30609903;30609904;30609905",,,,,,,,"I don't know what this is, but GREET says it takes Naphtha as an input",
"StationaryProcess","Crude Oil for US Refineries",57154043,"Crude Oil","Crude Oil Average for Use in U.S. Refineries",31000101,,,,,,,,,
"StationaryProcess","Alberta Mix T&D for Oil Sand Recovery",57168262,"Electricity","Alberta Mix for Oil Sand Recovery Operation","10100101;10100102;10100201;10100202;10100203;10100204;10100205;10100212;10100215;10100217;10100218;10100221;10100222;10100223;10100224;10100225;10100226;10100237;10100238;10100301;10100302;10100303;10100306;10100317;10100318;10100401;10100404;10100405;10100406;10100501;10100504;10100505;10100601;10100602;10100604;10100701;10100702;10100703;10100712;10100801;10100901;10100902;10100903;10100908;10100910;10100911;10100912;10101001;10101002;10101101;10101201;10101202;10101204;10101206;10101207;10101208;10101301;10101302;10101501;10101502;10101601;10102101",,,99930300,,99950300,,,,
"StationaryProcess","Linking Residual oil to Bunker Fuel",57239944,"Bunker Fuel","Residual Oil (Petroleum) from Crude Oil for Use as a Marine Fuel",39000499,,,,,,,,,
"StationaryProcess","Linking NG to NGL",57252771,"Natural Gas Liquids","Canadian Natural Gas Liquids to Oil Sands","31000201;31000202;31000203;31000204;31000205;31000206;31000207;31000208;31000209;31000211;31000215;31000216;31000220;31000222;31000223;31000224;31000225;31000226;31000227;31000228;31000229;31000230;31000231;31000299",,,,,99950000,,,,
"StationaryProcess","Shale Gas Processing",57256423,"Natural Gas",,"31000301;31000302;31000303;31000304;31000305;31000306;31000307;31000308;31000309;31000310;31000311;31000321;31000322;31000323;31000324;31000325",,,,,,,,,
"StationaryProcess","Linking Shale NG to NGL",57258160,"Natural Gas Liquids","Shale NG Liquids from US Shale Wells to Oil Sands","31000201;31000202;31000203;31000204;31000205;31000206;31000207;31000208;31000209;31000211;31000215;31000216;31000220;31000222;31000223;31000224;31000225;31000226;31000227;31000228;31000229;31000230;31000231;31000299",,,,,,,,,
"StationaryProcess","Averaging US Natural Gas Production from Shale and Regular",57320066,"Natural Gas","NNA NG from Shale and Regular Recovery,NA NG from Shale and Regular Recovery","31000201;31000202;31000203;31000204;31000205;31000206;31000207;31000208;31000209;31000211;31000215;31000216;31000220;31000222;31000223;31000224;31000225;31000226;31000227;31000228;31000229;31000230;31000231;31000299",,,,,,,,,
"StationaryProcess","ICEV Passenger Cars 2: Conventional Material",57321392,"ICEV Material","ICEV Passenger Cars 2: Conventional Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","ICEV Passenger Cars 2: Lightweight Material",57321707,"ICEV Material","ICEV Passenger Cars 2: Lightweight Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","ICEV Sport Utility Vehicles 1 (SUV): Conventional Material",57323482,"ICEV Material","ICEV Sport Utility Vehicles 1 (SUV): Conventional Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","ICEV Sport Utility Vehicles 2 (CUV): Conventional Material",57323640,"ICEV Material","ICEV Sport Utility Vehicles 2 (CUV): Conventional Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","ICEV Sport Utility Vehicles 1 (SUV): Lightweitghtl Material",57323670,"ICEV Material","ICEV Sport Utility Vehicles 1 (SUV): Lightweight Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","HEV Sport Utility Vehicles (SUV): Conventional Material",57324461,"HEV Material","HEV Sport Utility Vehicles (SUV): Conventional Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","HEV Sport Utility Vehicles 1 (SUV): Lightweight Material",57324667,"HEV Material","HEV Sport Utility Vehicles 1 (SUV): Lightweight Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","PHEV Sport Utility Vehicles (SUV): Conventional Material",57325032,"HEV Material","PHEV Sport Utility Vehicles (SUV): Conventional Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","PHEV Sport Utility Vehicles (SUV): Lightweight Material",57325231,"HEV Material","PHEV Sport Utility Vehicles (SUV): Lightweight Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","EV Sport Utility Vehicles1 (SUV): Lightweight Material",57325441,"EV Material","EV Sport Utility Vehicles 1 (SUV): Lightweight Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","EV Sport Utility Vehicles1 (SUV): Conventional Material",57325616,"EV Material","EV Sport Utility Vehicles 1 (SUV): Conventional Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","FCV  Sport Utility Vehicles (SUV): Conventional Material",57325795,"FCV Material","FCV  Sport Utility Vehicles (SUV): Conventional Material","31400901;31400902;31400903",,,,,,,,,
"StationaryProcess","Final Carbon Fiber-Reinforced Plastic Product for General Use",57338338,"Carbon Fiber-Reinforced Plastic","Final Carbon Fiber-Reinforced Plastic Product for General Use: Combined","30101802;30101803",,,,,,,,"via propylene",
